id_del_portafolio,referencia_del_proceso,entidad,departamento_entidad,ciudad_entidad,modalidad_de_contratacion,tipo_de_contrato,estado_del_procedimiento,precio_base,valor_total_adjudicacion,proveedores_unicos_con,duracion,unidad_de_duracion,fecha_de_publicacion_del,sobrecosto_pesos,ratio_sobrecosto,tiene_sobrecosto,duracion_dias_prevista
CO1.BDOS.3073380,SIOP-SAMC-0001-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL COTA,Cundinamarca,Cota,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,399987941.0,391203307.0,0,0,día(s),2022-09-22,-8784634.0,-0.021962247106844652,0,0.0
CO1.BDOS.3306201,MC-108 CENAC TOLEMAIDA 2022,CENAC TOLEMAIDA,Cundinamarca,Nilo,Mínima cuantía,Obra,Seleccionado,50000000.0,49982491.0,0,60,día(s),2022-09-22,-17509.0,-0.00035018,0,60.0
CO1.BDOS.3218558,SAMC-030-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,321771393.0,321614130.0,0,75,día(s),2022-09-20,-157263.0,-0.000488741396597677,0,75.0
CO1.BDOS.3194094,LP-010-2022 (Fase de Selección (Presentación de ofertas)),ALCALDÍA MUNICIPAL DE MADRID CUNDINAMARCA,Cundinamarca,Madrid,Licitación pública Obra Publica,Obra,Seleccionado,4744525535.0,4511001127.0,1,6,Mes(es),2022-09-20,-233524408.0,-0.04921975996910722,0,180.0
CO1.BDOS.3239881,LP-008-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GIRARDOT,Cundinamarca,Girardot,Licitación pública Obra Publica,Obra,Seleccionado,607476636.0,604487392.0,0,3,Mes(es),2022-09-19,-2989244.0,-0.0049207555037557036,0,90.0
CO1.BDOS.3238229,SAMC 016-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,449995570.0,449995498.0,0,60,día(s),2022-09-16,-72.0,-1.6000157512661737e-07,0,60.0
CO1.BDOS.3203819,SAMC 2022 - 157 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),IDERF,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,74324545.0,74324545.0,0,105,día(s),2022-09-12,0.0,0.0,0,105.0
CO1.BDOS.3167338,MA-SAMC-SP-06-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,147840000.0,144480037.0,0,3,Mes(es),2022-09-08,-3359963.0,-0.022727022456709958,0,90.0
CO1.BDOS.3249749,MC-CMC-CDA-039-2022,SENA REGIONAL CUNDINAMARCA Grupo Administrativo CDA,Cundinamarca,Chía,Mínima cuantía,Obra,Seleccionado,11985526.0,11733565.0,2,2,Mes(es),2022-09-08,-251961.0,-0.021022106163717805,0,60.0
CO1.BDOS.3157984,LP-006-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Licitación pública Obra Publica,Obra,Seleccionado,5710179687.0,5470186487.0,0,11,Mes(es),2022-09-07,-239993200.0,-0.04202901014592888,0,330.0
CO1.BDOS.3180689,SAMC-027-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,406779462.0,406693788.0,1,3,Mes(es),2022-09-06,-85674.0,-0.00021061535304356147,0,90.0
CO1.BDOS.3130992,LP-001-2022 (Fase de Selección (Presentación de ofertas)),INSTITUCION EDUCATIVA BUENOS AIRES,Cundinamarca,Soacha,Licitación pública Obra Publica,Obra,Seleccionado,472291971.0,422214852.0,37,90,día(s),2022-09-05,-50077119.0,-0.10603000278401938,0,90.0
CO1.BDOS.3171916,SAMC-093 CENAC TOLEMAIDA 2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),CENAC TOLEMAIDA,Cundinamarca,Nilo,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,470000000.0,468586049.0,12,0,día(s),2022-09-02,-1413951.0,-0.0030084063829787233,0,0.0
CO1.BDOS.3046814,LP 2022-0631 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Licitación pública Obra Publica,Obra,Seleccionado,1506751037.0,1439671595.0,89,4,Mes(es),2022-08-26,-67079442.0,-0.04451926054987676,0,120.0
CO1.BDOS.3043732,PN ESSUM SA MC 022 2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ESCUELA DE POLICIA DE PROVINCIA DE SUMAPAZ INTENDENTE MARITZA BONILLA RUIZ,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,311027000.0,311027000.0,6,120,día(s),2022-08-23,0.0,0.0,0,120.0
CO1.BDOS.3106639,SAMC-024-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000.0,299966592.0,3,3,Mes(es),2022-08-22,-33408.0,-0.00011136,0,90.0
CO1.BDOS.3172138,MC-094 - CENAC TOLEMAIDA 2022,CENAC TOLEMAIDA,Cundinamarca,Nilo,Mínima cuantía,Obra,Seleccionado,47500000.0,47499184.0,10,75,día(s),2022-08-22,-816.0,-1.7178947368421054e-05,0,75.0
CO1.BDOS.3122705,SAMC-11-2022 (Presentación de oferta),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,Obra,Seleccionado,6146521067.0,6140098547.0,2,10,Mes(es),2022-08-19,-6422520.0,-0.001044903276177122,0,300.0
CO1.BDOS.3025162,SIOP-LPO-0002-2022 (Fase de Selección (Presentación de ofertas)),ALCALDÍA MUNICIPAL COTA,Cundinamarca,Cota,Licitación pública Obra Publica,Obra,Seleccionado,7511832069.0,7168352263.0,33,0,día(s),2022-08-19,-343479806.0,-0.04572517101619994,0,0.0
CO1.BDOS.3021782,LIC 016 MT 2022 (Presentación de oferta),MUNICIPIO DE TOCANCIPA,Cundinamarca,Tocancipá,Licitación pública,Obra,Seleccionado,2688816856.0,2686128039.0,3,0,día(s),2022-08-19,-2688817.0,-0.0010000000535551536,0,0.0
CO1.BDOS.3094745,SA-MC-026-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000.0,288711886.0,6,3,Mes(es),2022-08-18,-11288114.0,-0.037627046666666664,0,90.0
CO1.BDOS.3154668,MC-CMC-CDA-037-2022,SENA REGIONAL CUNDINAMARCA Grupo Administrativo CDA,Cundinamarca,Chía,Mínima cuantía,Obra,Seleccionado,41905052.0,33261648.0,5,1,Mes(es),2022-08-17,-8643404.0,-0.20626162210704332,0,30.0
CO1.BDOS.3087561,SAMC-025-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,130000000.0,129985327.0,1,2,Mes(es),2022-08-17,-14673.0,-0.00011286923076923077,0,60.0
CO1.BDOS.2977475,SA No. 2022-0162 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,214628789.0,193122951.0,6,6,Mes(es),2022-08-12,-21505838.0,-0.10020015534821845,0,180.0
CO1.BDOS.3057195,LP 2022-0644 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Licitación pública Obra Publica,Obra,Seleccionado,13168878519.0,13169446661.0,2,4,Mes(es),2022-08-12,568142.0,4.314277781363745e-05,1,120.0
CO1.BDOS.3070735,SAMC 013-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,89820699.0,88029892.0,5,3,Mes(es),2022-08-11,-1790807.0,-0.019937575858767254,0,90.0
CO1.BDOS.3027806,LP-007-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Licitación pública Obra Publica,Obra,Seleccionado,5369658480.0,5098580930.0,49,10,Mes(es),2022-08-10,-271077550.0,-0.050483201307804586,0,300.0
CO1.BDOS.3068732,SAMC 012-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,279762471.0,279762471.0,1,2,Mes(es),2022-08-10,0.0,0.0,0,60.0
CO1.BDOS.2884931,lP-005-2022 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Licitación pública Obra Publica,Obra,Seleccionado,10758579951.0,10673962681.0,1,12,Mes(es),2022-08-10,-84617270.0,-0.007865096544840465,0,360.0
CO1.BDOS.3052557,SA 2022-0641 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,51969426.0,51709508.0,1,3,Mes(es),2022-08-08,-259918.0,-0.005001363686410545,0,90.0
CO1.BDOS.3040096,SIOP-LPO-0003-2022 (Fase de Selección (Presentación de ofertas)),ALCALDÍA MUNICIPAL COTA,Cundinamarca,Cota,Licitación pública Obra Publica,Obra,Seleccionado,910000000.0,900900917.0,1,0,día(s),2022-08-04,-9099083.0,-0.009998992307692307,0,0.0
CO1.BDOS.3034479,SA 2022-0630 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,323748052.0,322812376.0,4,4,Mes(es),2022-08-03,-935676.0,-0.0028901363088356126,0,120.0
CO1.BDOS.2996047,FACATATIVA-LP-005-22 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Licitación pública Obra Publica,Obra,Seleccionado,873034091.0,776301914.0,38,3,Mes(es),2022-08-01,-96732177.0,-0.11079999967607221,0,90.0
CO1.BDOS.3089932,MC 2022-0653,ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,11082681.0,10392070.0,5,2,Mes(es),2022-08-01,-690611.0,-0.062314434566870594,0,60.0
CO1.BDOS.3023571,LP-004-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Licitación pública Obra Publica,Obra,Seleccionado,804687903.0,804686095.0,1,0,día(s),2022-07-28,-1808.0,-2.2468338262070283e-06,0,0.0
CO1.BDOS.2993802,FACATATIVA-LP-003-22 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Licitación pública Obra Publica,Obra,Seleccionado,1403739294.0,1341613352.0,4,3,Mes(es),2022-07-27,-62125942.0,-0.044257464520331365,0,90.0
CO1.BDOS.3010320,PN ESJIM SA MC 001 2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ESCUELA DE SUBOFICIALES Y NIVEL EJECUTIVO  GONZALO JIMENEZ DE QUESADA,Cundinamarca,Sibaté,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,430000000.0,430000000.0,7,100,día(s),2022-07-24,0.0,0.0,0,100.0
CO1.BDOS.2987285,SAMC 023-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SOACHA..,Cundinamarca,Soacha,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,849995912.0,802597984.0,19,5,Mes(es),2022-07-22,-47397928.0,-0.05576253642029281,0,150.0
CO1.BDOS.3016563,SA 2022-0624 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,87836319.0,85595385.0,2,3,Mes(es),2022-07-22,-2240934.0,-0.025512612840708864,0,90.0
CO1.BDOS.2880804,LP-002-2022 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Licitación pública Obra Publica,Obra,Seleccionado,41087304846.0,41070430107.0,1,18,Mes(es),2022-07-21,-16874739.0,-0.0004107044514905148,0,540.0
CO1.BDOS.3009819,LP 004-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Licitación pública Obra Publica,Obra,Seleccionado,634408926.0,605226077.0,60,3,Mes(es),2022-07-21,-29182849.0,-0.04600006053508774,0,90.0
CO1.BDOS.3001042,SAMC-015-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GIRARDOT,Cundinamarca,Girardot,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,150000000.0,149999945.0,1,4,Mes(es),2022-07-19,-55.0,-3.6666666666666667e-07,0,120.0
CO1.BDOS.3048168,MC-46 de 2022,ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Mínima cuantía,Obra,Seleccionado,20816732.0,18736550.0,7,5,Mes(es),2022-07-19,-2080182.0,-0.09992836531689989,0,150.0
CO1.BDOS.3045808,IMC-SP-035-2022,ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Mínima cuantía,Obra,Seleccionado,27941027.0,22242518.0,2,4,Mes(es),2022-07-18,-5698509.0,-0.2039477289077456,0,120.0
CO1.BDOS.2996653,FACATATIVA-SA-011-22 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,144029626.0,143124943.0,1,3,Mes(es),2022-07-18,-904683.0,-0.006281228557796852,0,90.0
CO1.BDOS.3044800,IMC-SP-034-2022,ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Mínima cuantía,Obra,Seleccionado,10639160.0,8754498.0,4,30,día(s),2022-07-18,-1884662.0,-0.177143872260592,0,30.0
CO1.BDOS.2473223,LP 020-2021 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Licitación pública Obra Publica,Obra,Seleccionado,24140809610.0,24122315188.0,1,10,Mes(es),2022-07-14,-18494422.0,-0.00076610612066378,0,300.0
CO1.BDOS.2471905,FACATATIVA-LP-009-21 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Licitación pública Obra Publica,Obra,Seleccionado,1700578079.0,1697176922.0,1,6,Mes(es),2022-07-14,-3401157.0,-0.002000000495125752,0,180.0
CO1.BDOS.2985573,LP-009-2022 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Licitación pública Obra Publica,Obra,Seleccionado,3424978350.0,3336272645.0,2,15,Mes(es),2022-07-13,-88705705.0,-0.025899639628378966,0,450.0
CO1.BDOS.2886114,LIC 011 MT 2022 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE TOCANCIPA,Cundinamarca,Tocancipá,Licitación pública Obra Publica,Obra,Seleccionado,11999999998.0,11999999997.0,1,12,Mes(es),2022-07-13,-1.0,-8.333333334722222e-11,0,360.0
CO1.BDOS.3028502,MC-079 CENAC TOLEMAIDA-2022,CENAC TOLEMAIDA,Cundinamarca,Nilo,Mínima cuantía,Obra,Seleccionado,95000000.0,94989055.0,9,0,día(s),2022-07-13,-10945.0,-0.00011521052631578947,0,0.0
CO1.BDOS.2966656,LP-007-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GIRARDOT,Cundinamarca,Girardot,Licitación pública Obra Publica,Obra,Seleccionado,757960621.0,756004119.0,1,4,Mes(es),2022-07-12,-1956502.0,-0.002581271303275266,0,120.0
CO1.BDOS.2987420,SA-034-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),CUNDINAMARCA-ALCALDIA MUNICIPIO MOSQUERA,Cundinamarca,Mosquera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,5072520000.0,5068008013.0,1,13,Mes(es),2022-07-12,-4511987.0,-0.000889496147871275,0,390.0
CO1.BDOS.3012964,MC No. 159-DGSM-EJC-DMTOL-2022,DISPENSARIO MEDICO TOLEMAIDA.,Cundinamarca,Nilo,Mínima cuantía,Obra,Seleccionado,11000000.0,11000000.0,10,5,Mes(es),2022-07-08,0.0,0.0,0,150.0
CO1.BDOS.2973448,FACATATIVA-LP-004-22 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Licitación pública Obra Publica,Obra,Seleccionado,812873762.0,748030032.0,35,5,Mes(es),2022-07-07,-64843730.0,-0.07977097186709294,0,150.0
CO1.BDOS.2966822,LP 008-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Licitación pública Obra Publica,Obra,Seleccionado,587708880.0,560381442.0,31,4,Mes(es),2022-06-30,-27327438.0,-0.046498256075354856,0,120.0
CO1.BDOS.2956456,LP 007-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Licitación pública Obra Publica,Obra,Seleccionado,864095876.0,827605218.0,43,150,día(s),2022-06-22,-36490658.0,-0.042229871723169755,0,150.0
CO1.BDOS.2964606,SAMC 010 DE 2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,95799980.0,9,2,Mes(es),2022-06-21,-4200020.0,-0.0420002,0,60.0
CO1.BDOS.2950918,SAMC 2022-078 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),IDERF,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,136445599.0,133610753.0,1,45,día(s),2022-06-17,-2834846.0,-0.02077638282785508,0,45.0
CO1.BDOS.2868528,LP 2022-0499 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Licitación pública Obra Publica,Obra,Seleccionado,1720229952.0,1685055996.0,6,5,Mes(es),2022-06-15,-35173956.0,-0.020447240765169516,0,150.0
CO1.BDOS.2942502,LP 005-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Licitación pública Obra Publica,Obra,Seleccionado,758193072.0,733927252.0,37,4,Mes(es),2022-06-13,-24265820.0,-0.032004803124869495,0,120.0
CO1.BDOS.2950927,SAMC 09 DE 2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,94516794.0,10,2,Mes(es),2022-06-13,-5483206.0,-0.05483206,0,60.0
CO1.BDOS.2950004,SAMC 005-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,150000000.0,144210000.0,2,2,Mes(es),2022-06-13,-5790000.0,-0.0386,0,60.0
CO1.BDOS.2930837,LP OBRA PUBLICA-004-2022 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Licitación pública Obra Publica,Obra,Seleccionado,399991302.0,372602079.0,40,3,Mes(es),2022-06-10,-27389223.0,-0.06847454647901319,0,90.0
CO1.BDOS.2883781,LP-003-2022 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Licitación pública Obra Publica,Obra,Seleccionado,12098219638.0,12027067806.0,1,14,Mes(es),2022-06-09,-71151832.0,-0.005881182035786082,0,420.0
CO1.BDOS.2926308,MA-SAMC-OPIT-SP-03-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,95673259.0,6,3,Mes(es),2022-06-08,-4326741.0,-0.04326741,0,90.0
CO1.BDOS.2924766,SA-MC-007-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,217582690.0,217473370.0,1,3,Mes(es),2022-06-07,-109320.0,-0.0005024296739782011,0,90.0
CO1.BDOS.2924648,SA-MC-006-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,217582690.0,217473370.0,1,3,Mes(es),2022-06-07,-109320.0,-0.0005024296739782011,0,90.0
CO1.BDOS.2965257,IP-012-2022,ALCALDÍA MUNICIPAL DE MADRID CUNDINAMARCA,Cundinamarca,Madrid,Mínima cuantía,Obra,Seleccionado,20296923.0,15124345.0,2,20,día(s),2022-06-07,-5172578.0,-0.254845426570323,0,20.0
CO1.BDOS.2924344,SA-MC-005-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,215582240.0,215473661.0,1,3,Mes(es),2022-06-07,-108579.0,-0.000503654660977639,0,90.0
CO1.BDOS.2924483,SA-MC-009-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,217582690.0,217473370.0,1,3,Mes(es),2022-06-07,-109320.0,-0.0005024296739782011,0,90.0
CO1.BDOS.2938704,SAMC-006-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,250000000.0,250000000.0,1,180,día(s),2022-06-07,0.0,0.0,0,180.0
CO1.BDOS.2924684,SA-MC-008-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,217582690.0,217473370.0,1,3,Mes(es),2022-06-07,-109320.0,-0.0005024296739782011,0,90.0
CO1.BDOS.2900123,SA-AMS-2022-0006 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SOPO,Cundinamarca,Sopó,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,278945121.0,278777050.0,1,120,día(s),2022-06-06,-168071.0,-0.0006025235336523416,0,120.0
CO1.BDOS.2942828,SAMC 08 DE 2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000.0,95372990.0,9,2,Mes(es),2022-06-06,-4627010.0,-0.0462701,0,60.0
CO1.BDOS.2932132,SA 2022-0590 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,415409721.0,415409721.0,2,3,Mes(es),2022-06-03,0.0,0.0,0,90.0
CO1.BDOS.2933062,SAMC-093-CENACINTELIGENCIA-2022  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA INTELIGENCIA,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,145650812.0,145650812.0,4,5,Mes(es),2022-06-01,0.0,0.0,0,150.0
CO1.BDOS.2930250,LP-005-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Licitación pública Obra Publica,Obra,Seleccionado,2000000000.0,1911200639.0,56,4,Mes(es),2022-06-01,-88799361.0,-0.0443996805,0,120.0
CO1.BDOS.2934462,LP 004-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Licitación pública Obra Publica,Obra,Seleccionado,1141957118.0,1082340439.0,10,4,Mes(es),2022-06-01,-59616679.0,-0.052205707254937395,0,120.0
CO1.BDOS.2924374,SAMC-010-2022 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000.0,200000000.0,3,3,Mes(es),2022-06-01,0.0,0.0,0,90.0
CO1.BDOS.2883863,LP-009-2022 (Fase de Selección (Presentación de ofertas)),CUNDINAMARCA-ALCALDIA MUNICIPIO MOSQUERA,Cundinamarca,Mosquera,Licitación pública Obra Publica,Obra,Seleccionado,16528000000.0,16523436819.0,1,420,día(s),2022-06-01,-4563181.0,-0.0002760879114230397,0,420.0
CO1.BDOS.2898514,LP-007-2022 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Licitación pública Obra Publica,Obra,Seleccionado,949094896.0,949094896.0,38,6,Mes(es),2022-05-31,0.0,0.0,0,180.0
CO1.BDOS.2846649,LP-002-2022 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Licitación pública Obra Publica,Obra,Seleccionado,1637853146.0,1624060556.0,2,6,Mes(es),2022-05-31,-13792590.0,-0.008421139608080589,0,180.0
CO1.BDOS.2891316,LP-002-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Licitación pública Obra Publica,Obra,Seleccionado,5049340644.0,4799748580.0,14,7,Mes(es),2022-05-31,-249592064.0,-0.04943062502558304,0,210.0
CO1.BDOS.2893403,LP-003-2022 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Licitación pública Obra Publica,Obra,Seleccionado,1057746911.0,1014377253.0,29,7,Mes(es),2022-05-31,-43369658.0,-0.04100192356884132,0,210.0
